Date,Location,Lease ID,Unit Number,SQM,Retailer,Sales,Sector,Sector detail
31/03/2014,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,405895.92,Fashion,Mixed
01/05/2014,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,502613.7,Fashion,Mixed
31/05/2014,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,505348.26,Fashion,Mixed
01/07/2014,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,494815.59,Fashion,Mixed
31/07/2014,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,393464.2,Fashion,Mixed
31/08/2014,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,496424.02,Fashion,Mixed
01/10/2014,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,423093.44,Fashion,Mixed
31/10/2014,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,521629.94,Fashion,Mixed
01/12/2014,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,552546.55,Fashion,Mixed
31/12/2014,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,750295.84,Fashion,Mixed
31/01/2015,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,303734.93,Fashion,Mixed
03/03/2015,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,342910.86,Fashion,Mixed
31/03/2015,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,475902.02,Fashion,Mixed
01/05/2015,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,536529.65,Fashion,Mixed
31/05/2015,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,513453.72,Fashion,Mixed
01/07/2015,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,476572.7,Fashion,Mixed
31/07/2015,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,471454.01,Fashion,Mixed
31/08/2015,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,490213,Fashion,Mixed
01/10/2015,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,483793,Fashion,Mixed
31/10/2015,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,555482.53,Fashion,Mixed
01/12/2015,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,537063.51,Fashion,Mixed
31/12/2015,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,771707,Fashion,Mixed
31/01/2016,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,298800,Fashion,Mixed
02/03/2016,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,329723,Fashion,Mixed
31/03/2016,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,464725,Fashion,Mixed
01/05/2016,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,441858,Fashion,Mixed
31/05/2016,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,520532,Fashion,Mixed
01/07/2016,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,536500,Fashion,Mixed
31/07/2016,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,427840.7,Fashion,Mixed
31/08/2016,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,423445,Fashion,Mixed
01/10/2016,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,401839,Fashion,Mixed
31/10/2016,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,460703,Fashion,Mixed
01/12/2016,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,456481,Fashion,Mixed
31/12/2016,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,612792,Fashion,Mixed
31/01/2017,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,237453,Fashion,Mixed
03/03/2017,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,255668.35,Fashion,Mixed
31/03/2017,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,336448,Fashion,Mixed
01/05/2017,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,416974.36,Fashion,Mixed
31/05/2017,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,421629,Fashion,Mixed
01/07/2017,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,437602.65,Fashion,Mixed
31/07/2017,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,409213,Fashion,Mixed
31/08/2017,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,369626.9,Fashion,Mixed
01/10/2017,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,351107.3,Fashion,Mixed
31/10/2017,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,383241,Fashion,Mixed
01/12/2017,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,413371.97,Fashion,Mixed
31/12/2017,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,591596.7,Fashion,Mixed
31/01/2018,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,240398,Fashion,Mixed
03/03/2018,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,251478,Fashion,Mixed
31/03/2018,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,359161.51,Fashion,Mixed
01/05/2018,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,359807.25,Fashion,Mixed
31/05/2018,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,427150.85,Fashion,Mixed
01/07/2018,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,468602.11,Fashion,Mixed
31/07/2018,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,380710.83,Fashion,Mixed
31/08/2018,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,354751.29,Fashion,Mixed
01/10/2018,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,361876.34,Fashion,Mixed
31/10/2018,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,387089.96,Fashion,Mixed
01/12/2018,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,420799.03,Fashion,Mixed
31/12/2018,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,612285.51,Fashion,Mixed
31/01/2019,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,249579.32,Fashion,Mixed
03/03/2019,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,288402.88,Fashion,Mixed
31/03/2019,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,384811.13,Fashion,Mixed
01/05/2019,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,427756.25,Fashion,Mixed
31/05/2019,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,432891.86,Fashion,Mixed
01/07/2019,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,468567.37,Fashion,Mixed
31/07/2019,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,421867.84,Fashion,Mixed
31/08/2019,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,395728.09,Fashion,Mixed
01/10/2019,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,369242.75,Fashion,Mixed
31/10/2019,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,419791.94,Fashion,Mixed
01/12/2019,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,430128.6,Fashion,Mixed
31/12/2019,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,602719.84,Fashion,Mixed
31/01/2020,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,235577.88,Fashion,Mixed
02/03/2020,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,273935.19,Fashion,Mixed
31/03/2020,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,107097.05,Fashion,Mixed
01/07/2020,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,121557.95,Fashion,Mixed
31/07/2020,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,267808.72,Fashion,Mixed
31/08/2020,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,298100.12,Fashion,Mixed
01/10/2020,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,256272.73,Fashion,Mixed
31/10/2020,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,188868.32,Fashion,Mixed
01/12/2020,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,717.86,Fashion,Mixed
31/12/2020,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,462086.02,Fashion,Mixed
31/05/2021,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,260743.58,Fashion,Mixed
01/07/2021,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,396824.89,Fashion,Mixed
31/07/2021,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,392534.55,Fashion,Mixed
31/08/2021,Blanchardstown Centre,M00004952,Unit 238,1519.71,Retailer 49,302865.12,Fashion,Mixed
31/01/2014,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,137771.21,Footwear,Mixed
03/03/2014,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,138459.77,Footwear,Mixed
31/03/2014,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,178219.5,Footwear,Mixed
01/05/2014,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,223401.94,Footwear,Mixed
31/05/2014,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,227611.03,Footwear,Mixed
01/07/2014,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,241051.61,Footwear,Mixed
31/07/2014,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,241158.48,Footwear,Mixed
31/08/2014,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,313572.78,Footwear,Mixed
01/10/2014,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,176695.93,Footwear,Mixed
31/10/2014,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,198634.2,Footwear,Mixed
01/12/2014,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,289141.67,Footwear,Mixed
31/12/2014,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,633392.94,Footwear,Mixed
31/01/2015,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,150386.76,Footwear,Mixed
03/03/2015,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,146465.64,Footwear,Mixed
31/03/2015,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,195272.64,Footwear,Mixed
01/05/2015,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,243364.81,Footwear,Mixed
31/05/2015,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,261675.4,Footwear,Mixed
01/07/2015,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,273737.96,Footwear,Mixed
31/07/2015,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,310779,Footwear,Mixed
31/08/2015,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,376750,Footwear,Mixed
01/10/2015,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,218088.53,Footwear,Mixed
31/10/2015,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,257837,Footwear,Mixed
01/12/2015,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,381993.91,Footwear,Mixed
31/12/2015,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,736515,Footwear,Mixed
31/01/2016,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,195179,Footwear,Mixed
02/03/2016,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,193356,Footwear,Mixed
31/03/2016,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,267320,Footwear,Mixed
01/05/2016,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,278617,Footwear,Mixed
31/05/2016,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,315704,Footwear,Mixed
01/07/2016,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,345143,Footwear,Mixed
31/07/2016,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,334512,Footwear,Mixed
31/08/2016,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,382051,Footwear,Mixed
01/10/2016,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,243952,Footwear,Mixed
31/10/2016,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,272809,Footwear,Mixed
01/12/2016,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,312950,Footwear,Mixed
31/12/2016,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,760389,Footwear,Mixed
31/01/2017,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,198505.89,Footwear,Mixed
03/03/2017,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,192922,Footwear,Mixed
31/03/2017,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,261913,Footwear,Mixed
01/05/2017,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,326239.61,Footwear,Mixed
31/05/2017,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,307084,Footwear,Mixed
01/07/2017,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,342565.24,Footwear,Mixed
31/07/2017,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,347676,Footwear,Mixed
31/08/2017,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,403058.39,Footwear,Mixed
01/10/2017,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,246271.14,Footwear,Mixed
31/10/2017,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,239022,Footwear,Mixed
01/12/2017,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,315593.52,Footwear,Mixed
31/12/2017,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,668219.66,Footwear,Mixed
31/01/2018,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,183696.11,Footwear,Mixed
03/03/2018,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,171767,Footwear,Mixed
31/03/2018,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,242019.2,Footwear,Mixed
01/05/2018,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,249162.37,Footwear,Mixed
31/05/2018,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,293848.15,Footwear,Mixed
01/07/2018,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,329141.39,Footwear,Mixed
31/07/2018,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,320417.17,Footwear,Mixed
31/08/2018,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,399036.39,Footwear,Mixed
01/10/2018,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,249738.58,Footwear,Mixed
31/10/2018,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,228590.41,Footwear,Mixed
01/12/2018,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,295532.87,Footwear,Mixed
31/12/2018,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,638965.61,Footwear,Mixed
31/01/2019,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,174697.73,Footwear,Mixed
03/03/2019,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,171645.64,Footwear,Mixed
31/03/2019,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,232132.08,Footwear,Mixed
01/05/2019,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,279917.88,Footwear,Mixed
31/05/2019,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,311686.88,Footwear,Mixed
01/07/2019,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,345008.84,Footwear,Mixed
31/07/2019,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,317600.86,Footwear,Mixed
31/08/2019,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,393024.53,Footwear,Mixed
01/10/2019,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,219631.66,Footwear,Mixed
31/10/2019,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,240445.2,Footwear,Mixed
01/12/2019,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,312718.37,Footwear,Mixed
31/12/2019,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,636537.73,Footwear,Mixed
31/01/2020,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,206230.06,Footwear,Mixed
02/03/2020,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,210851.96,Footwear,Mixed
31/03/2020,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,107681.62,Footwear,Mixed
01/07/2020,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,90389.1,Footwear,Mixed
31/07/2020,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,208227.59,Footwear,Mixed
31/08/2020,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,289856.07,Footwear,Mixed
01/10/2020,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,183488.97,Footwear,Mixed
31/10/2020,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,131990.75,Footwear,Mixed
31/12/2020,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,494324.56,Footwear,Mixed
01/05/2021,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,11943.62,Footwear,Mixed
31/05/2021,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,170364.34,Footwear,Mixed
01/07/2021,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,308465.71,Footwear,Mixed
31/07/2021,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,320082.61,Footwear,Mixed
31/08/2021,Blanchardstown Centre,M00004900,Unit 153,351.36,Retailer 40,345232.26,Footwear,Mixed
31/01/2014,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,167368.89,Entertainment,Gaming
03/03/2014,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,124875.55,Entertainment,Gaming
31/03/2014,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,142637.04,Entertainment,Gaming
01/05/2014,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,111909.38,Entertainment,Gaming
31/05/2014,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,142652.93,Entertainment,Gaming
01/07/2014,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,131603.01,Entertainment,Gaming
31/07/2014,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,111472,Entertainment,Gaming
31/08/2014,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,130101,Entertainment,Gaming
01/10/2014,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,221188,Entertainment,Gaming
31/10/2014,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,184978,Entertainment,Gaming
01/12/2014,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,370894,Entertainment,Gaming
31/12/2014,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,631591,Entertainment,Gaming
31/01/2015,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,148591,Entertainment,Gaming
03/03/2015,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,116563,Entertainment,Gaming
31/03/2015,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,119732,Entertainment,Gaming
01/05/2015,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,106702,Entertainment,Gaming
31/05/2015,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,143712,Entertainment,Gaming
01/07/2015,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,131271,Entertainment,Gaming
31/07/2015,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,123339,Entertainment,Gaming
31/08/2015,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,106148,Entertainment,Gaming
01/10/2015,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,196078,Entertainment,Gaming
31/10/2015,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,168660,Entertainment,Gaming
01/12/2015,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,372519,Entertainment,Gaming
31/12/2015,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,671546,Entertainment,Gaming
31/01/2016,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,148108,Entertainment,Gaming
02/03/2016,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,116563,Entertainment,Gaming
31/03/2016,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,160672,Entertainment,Gaming
01/05/2016,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,115542,Entertainment,Gaming
31/05/2016,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,120364,Entertainment,Gaming
01/07/2016,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,116599,Entertainment,Gaming
31/07/2016,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,127963,Entertainment,Gaming
31/08/2016,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,136871,Entertainment,Gaming
01/10/2016,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,151235,Entertainment,Gaming
31/10/2016,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,218287,Entertainment,Gaming
01/12/2016,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,314200,Entertainment,Gaming
31/12/2016,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,522414,Entertainment,Gaming
31/01/2017,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,138007,Entertainment,Gaming
03/03/2017,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,104613,Entertainment,Gaming
31/03/2017,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,157370,Entertainment,Gaming
01/05/2017,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,117321,Entertainment,Gaming
31/05/2017,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,111319,Entertainment,Gaming
01/07/2017,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,114731,Entertainment,Gaming
31/07/2017,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,119337,Entertainment,Gaming
31/08/2017,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,112907,Entertainment,Gaming
01/10/2017,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,172048,Entertainment,Gaming
31/10/2017,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,150180,Entertainment,Gaming
01/12/2017,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,319121,Entertainment,Gaming
31/12/2017,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,567077,Entertainment,Gaming
31/01/2018,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,176831,Entertainment,Gaming
03/03/2018,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,126362,Entertainment,Gaming
31/03/2018,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,145779,Entertainment,Gaming
01/05/2018,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,142217,Entertainment,Gaming
31/05/2018,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,122207,Entertainment,Gaming
01/07/2018,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,130035,Entertainment,Gaming
31/07/2018,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,130732,Entertainment,Gaming
31/08/2018,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,146119,Entertainment,Gaming
01/10/2018,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,191508,Entertainment,Gaming
31/10/2018,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,191004,Entertainment,Gaming
01/12/2018,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,309403,Entertainment,Gaming
31/12/2018,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,538583.18,Entertainment,Gaming
31/01/2019,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,144121,Entertainment,Gaming
03/03/2019,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,100115,Entertainment,Gaming
31/03/2019,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,104175,Entertainment,Gaming
01/05/2019,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,95059,Entertainment,Gaming
31/05/2019,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,110114,Entertainment,Gaming
01/07/2019,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,108068,Entertainment,Gaming
31/07/2019,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,103299,Entertainment,Gaming
31/08/2019,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,100737,Entertainment,Gaming
01/10/2019,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,148354,Entertainment,Gaming
31/10/2019,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,128181,Entertainment,Gaming
01/12/2019,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,240045,Entertainment,Gaming
31/12/2019,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,410717,Entertainment,Gaming
31/01/2020,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,96871,Entertainment,Gaming
02/03/2020,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,87375,Entertainment,Gaming
31/03/2020,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,104656,Entertainment,Gaming
01/07/2020,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,53312,Entertainment,Gaming
31/07/2020,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,85575,Entertainment,Gaming
31/08/2020,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,80001,Entertainment,Gaming
01/10/2020,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,71598,Entertainment,Gaming
31/10/2020,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,105230,Entertainment,Gaming
01/12/2020,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,290525,Entertainment,Gaming
31/12/2020,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,426988,Entertainment,Gaming
31/05/2021,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,64355,Entertainment,Gaming
01/07/2021,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,107236,Entertainment,Gaming
31/07/2021,Blanchardstown Centre,M00004869,Unit 117,114.55,Retailer 36,141645,Entertainment,Gaming
