Date,Location,Lease ID,Unit Number,SQM,Retailer,Sales,Sector,Sector detail
31/12/2014,Blanchardstown Centre,M00004959,Unit 246,94.2,Retailer 13,218131,Health & Beauty,Optician
31/03/2015,Blanchardstown Centre,M00004959,Unit 246,94.2,Retailer 13,221322,Health & Beauty,Optician
01/07/2015,Blanchardstown Centre,M00004959,Unit 246,94.2,Retailer 13,237174,Health & Beauty,Optician
31/01/2014,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,134998,Health & Beauty,Pharmacy
03/03/2014,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,132059,Health & Beauty,Pharmacy
31/03/2014,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,140867,Health & Beauty,Pharmacy
01/05/2014,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,108404,Health & Beauty,Pharmacy
31/05/2014,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,147333,Health & Beauty,Pharmacy
01/07/2014,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,147203,Health & Beauty,Pharmacy
31/07/2014,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,144198,Health & Beauty,Pharmacy
31/08/2014,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,149258,Health & Beauty,Pharmacy
01/10/2014,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,143936,Health & Beauty,Pharmacy
31/10/2014,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,154923,Health & Beauty,Pharmacy
01/12/2014,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,174543,Health & Beauty,Pharmacy
31/12/2014,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,258018,Health & Beauty,Pharmacy
31/01/2015,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,155030,Health & Beauty,Pharmacy
03/03/2015,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,152201,Health & Beauty,Pharmacy
31/03/2015,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,171034,Health & Beauty,Pharmacy
01/05/2015,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,171133,Health & Beauty,Pharmacy
31/05/2015,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,176478,Health & Beauty,Pharmacy
01/07/2015,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,168951,Health & Beauty,Pharmacy
31/07/2015,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,165824,Health & Beauty,Pharmacy
31/08/2015,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,169560,Health & Beauty,Pharmacy
03/03/2014,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,245117,Kiosk,F&B
31/03/2014,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,24556.25,Kiosk,F&B
01/05/2014,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,26994.58,Kiosk,F&B
31/05/2014,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,27496.81,Kiosk,F&B
01/07/2014,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,27977.01,Kiosk,F&B
31/07/2014,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,29077.64,Kiosk,F&B
31/08/2014,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,27318.99,Kiosk,F&B
01/10/2014,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,18275.98,Kiosk,F&B
31/10/2014,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,20142.64,Kiosk,F&B
01/12/2014,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,21464.49,Kiosk,F&B
31/12/2014,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,24887.18,Kiosk,F&B
31/01/2015,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,17928.03,Kiosk,F&B
03/03/2015,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,17300.94,Kiosk,F&B
31/03/2015,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,31108,Kiosk,F&B
01/05/2015,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,27116,Kiosk,F&B
31/05/2015,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,30863,Kiosk,F&B
01/07/2015,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,31011,Kiosk,F&B
31/07/2015,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,33725,Kiosk,F&B
31/08/2015,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,30313,Kiosk,F&B
01/10/2015,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,29345,Fashion,Childrens
31/10/2015,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,49501,Fashion,Childrens
01/12/2015,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,55100,Fashion,Childrens
31/12/2015,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,105135,Fashion,Childrens
31/01/2016,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,26308,Fashion,Childrens
02/03/2016,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,19424,Fashion,Childrens
31/03/2016,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,46550,Fashion,Childrens
01/05/2016,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,31215,Fashion,Childrens
31/05/2016,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,20637,Fashion,Childrens
01/07/2016,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,55516,Fashion,Childrens
31/07/2016,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,29348,Fashion,Childrens
31/08/2016,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,21078,Fashion,Childrens
01/10/2016,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,29395,Fashion,Childrens
31/10/2016,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,44699,Fashion,Childrens
01/12/2016,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,40473,Fashion,Childrens
31/12/2016,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,112895,Fashion,Childrens
31/01/2017,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,23332,Fashion,Childrens
03/03/2017,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,16633,Fashion,Childrens
31/03/2017,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,29035,Fashion,Childrens
01/05/2017,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,30428,Fashion,Childrens
31/05/2017,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,28241,Fashion,Childrens
01/07/2017,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,57760,Fashion,Childrens
31/07/2017,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,26677,Fashion,Childrens
31/08/2017,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,29610,Fashion,Childrens
01/10/2015,Blanchardstown Centre,M00004885,Unit 137,144.84,Retailer 10,259917,F&B,Coffee Shop
31/12/2015,Blanchardstown Centre,M00004885,Unit 137,144.84,Retailer 10,337090,F&B,Coffee Shop
31/03/2016,Blanchardstown Centre,M00004885,Unit 137,144.84,Retailer 10,258335,F&B,Coffee Shop
01/07/2016,Blanchardstown Centre,M00004885,Unit 137,144.84,Retailer 10,256318,F&B,Coffee Shop
01/10/2016,Blanchardstown Centre,M00004885,Unit 137,144.84,Retailer 10,260573,F&B,Coffee Shop
31/08/2017,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,83311.73,Fashion,Womens
01/10/2015,Blanchardstown Centre,M00004959,Unit 246,94.2,Retailer 13,232289,Health & Beauty,Optician
31/12/2015,Blanchardstown Centre,M00004959,Unit 246,94.2,Retailer 13,229744,Health & Beauty,Optician
31/03/2016,Blanchardstown Centre,M00004959,Unit 246,94.2,Retailer 13,246190,Health & Beauty,Optician
01/07/2016,Blanchardstown Centre,M00004959,Unit 246,94.2,Retailer 13,271515,Health & Beauty,Optician
01/10/2015,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,165117,Health & Beauty,Pharmacy
31/10/2015,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,182910,Health & Beauty,Pharmacy
01/12/2015,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,186084,Health & Beauty,Pharmacy
31/12/2015,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,278543,Health & Beauty,Pharmacy
31/01/2016,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,173996,Health & Beauty,Pharmacy
02/03/2016,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,167784,Health & Beauty,Pharmacy
31/03/2016,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,178911,Health & Beauty,Pharmacy
01/05/2016,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,188604,Health & Beauty,Pharmacy
31/05/2016,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,190498,Health & Beauty,Pharmacy
01/07/2016,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,190791,Health & Beauty,Pharmacy
31/07/2016,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,191180,Health & Beauty,Pharmacy
31/08/2016,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,181264,Health & Beauty,Pharmacy
01/10/2016,Blanchardstown Centre,M00004963,Unit 251,100.8,Retailer 20,171043,Health & Beauty,Pharmacy
01/10/2015,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,23098,Kiosk,F&B
31/10/2015,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,26159,Kiosk,F&B
01/12/2015,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,24989,Kiosk,F&B
31/12/2015,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,34745,Kiosk,F&B
31/01/2016,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,21362,Kiosk,F&B
02/03/2016,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,23362,Kiosk,F&B
31/03/2016,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,30827,Kiosk,F&B
01/05/2016,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,31220,Kiosk,F&B
31/05/2016,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,33244,Kiosk,F&B
01/07/2016,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,33166,Kiosk,F&B
31/07/2016,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,39963,Kiosk,F&B
31/08/2016,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,36393,Kiosk,F&B
01/10/2016,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,29089,Kiosk,F&B
31/10/2016,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,29252,Kiosk,F&B
01/12/2016,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,25237,Kiosk,F&B
31/12/2016,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,31422,Kiosk,F&B
31/01/2017,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,19887,Kiosk,F&B
03/03/2017,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,28906.91,Kiosk,F&B
31/03/2017,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,29855,Kiosk,F&B
01/05/2017,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,34522,Kiosk,F&B
31/05/2017,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,36878.97,Kiosk,F&B
01/07/2017,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,36262,Kiosk,F&B
31/07/2017,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,36473,Kiosk,F&B
31/08/2017,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,33988.2,Kiosk,F&B
31/05/2017,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,38195,Fashion,Sports
01/07/2017,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,148929,Fashion,Sports
31/07/2017,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,128053,Fashion,Sports
31/08/2017,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,180483.74,Fashion,Sports
01/05/2017,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,15022,Electrical,Phone
31/05/2017,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,27070,Electrical,Phone
01/07/2017,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,19500,Electrical,Phone
31/07/2017,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,19159,Electrical,Phone
31/08/2017,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,23556,Electrical,Phone
01/07/2017,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,44083,Toys & Giftware,Stationery
31/07/2017,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,115187,Toys & Giftware,Stationery
31/08/2017,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,165782,Toys & Giftware,Stationery
31/05/2017,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,29119.02,Health & Beauty,Barbers
01/07/2017,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,31848.19,Health & Beauty,Barbers
31/07/2017,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,27660.2,Health & Beauty,Barbers
31/08/2017,Blanchardstown Centre,M00009447,Unit 245,22.02,Retailer 24,30030.73,Health & Beauty,Barbers
01/10/2017,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,23295,Fashion,Childrens
31/10/2017,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,29340,Fashion,Childrens
01/12/2017,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,52217,Fashion,Childrens
31/12/2017,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,79858,Fashion,Childrens
31/01/2018,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,20392,Fashion,Childrens
03/03/2018,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,13727,Fashion,Childrens
31/03/2018,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,23716,Fashion,Childrens
01/05/2018,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,30710,Fashion,Childrens
31/05/2018,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,27972,Fashion,Childrens
01/07/2018,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,30557,Fashion,Childrens
31/07/2018,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,18802,Fashion,Childrens
31/08/2018,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,17318,Fashion,Childrens
01/10/2018,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,17605,Fashion,Childrens
31/10/2018,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,31586,Fashion,Childrens
01/12/2018,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,49841,Fashion,Childrens
31/12/2018,Blanchardstown Centre,M00004867,Unit 114,113.71,Retailer 25,67929,Fashion,Childrens
01/10/2017,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,66840,Fashion,Womens
31/10/2017,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,81843,Fashion,Womens
01/12/2017,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,109160.22,Fashion,Womens
31/12/2017,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,162051,Fashion,Womens
31/01/2018,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,67240.95,Fashion,Womens
03/03/2018,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,78980,Fashion,Womens
31/03/2018,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,86289.7,Fashion,Womens
01/05/2018,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,88405.83,Fashion,Womens
31/05/2018,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,109261.49,Fashion,Womens
01/07/2018,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,94698.08,Fashion,Womens
31/07/2018,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,110869.62,Fashion,Womens
31/08/2018,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,91320.78,Fashion,Womens
01/10/2018,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,67115.01,Fashion,Womens
31/10/2018,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,80214.76,Fashion,Womens
01/12/2018,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,105517.73,Fashion,Womens
31/12/2018,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,155365.02,Fashion,Womens
31/01/2019,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,56777.91,Fashion,Womens
03/03/2019,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,67583.23,Fashion,Womens
31/03/2019,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,77302.31,Fashion,Womens
01/05/2019,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,82140.42,Fashion,Womens
31/05/2019,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,101545.9,Fashion,Womens
01/07/2019,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,84682.34,Fashion,Womens
31/07/2019,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,92359.35,Fashion,Womens
31/08/2019,Blanchardstown Centre,M00004926,Unit 204,242.94,Retailer 19,89375.66,Fashion,Womens
01/10/2017,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,25381,Kiosk,F&B
31/10/2017,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,29252.27,Kiosk,F&B
01/12/2017,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,23230,Kiosk,F&B
31/12/2017,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,30975,Kiosk,F&B
31/01/2018,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,20684.2,Kiosk,F&B
03/03/2018,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,21102.35,Kiosk,F&B
31/03/2018,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,25455.59,Kiosk,F&B
01/05/2018,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,27698,Kiosk,F&B
31/05/2018,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,32910.11,Kiosk,F&B
01/07/2018,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,33158.96,Kiosk,F&B
31/07/2018,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,32252.3,Kiosk,F&B
31/08/2018,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,30745.26,Kiosk,F&B
01/10/2018,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,22999.98,Kiosk,F&B
31/10/2018,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,21618.05,Kiosk,F&B
01/12/2018,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,20162.46,Kiosk,F&B
31/12/2018,Blanchardstown Centre,M00004970,Unit 259,10,Retailer 14,26203.09,Kiosk,F&B
31/01/2019,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,76616.08,Fashion,Womens
03/03/2019,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,61339.98,Fashion,Womens
31/03/2019,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,43460.17,Fashion,Womens
01/05/2019,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,61293.75,Fashion,Womens
31/05/2019,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,60965.23,Fashion,Womens
01/07/2019,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,73799.78,Fashion,Womens
31/07/2019,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,73785.11,Fashion,Womens
31/08/2019,Blanchardstown Centre,M00006093,Unit 205,239.88,Retailer 26,45924.78,Fashion,Womens
01/10/2017,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,102977.51,Fashion,Sports
31/10/2017,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,99665,Fashion,Sports
01/12/2017,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,167630.92,Fashion,Sports
31/12/2017,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,396423.38,Fashion,Sports
31/01/2018,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,89886.55,Fashion,Sports
03/03/2018,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,82241,Fashion,Sports
31/03/2018,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,134167.34,Fashion,Sports
01/05/2018,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,117129.62,Fashion,Sports
31/05/2018,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,148018.12,Fashion,Sports
01/07/2018,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,183602.98,Fashion,Sports
31/07/2018,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,155028.17,Fashion,Sports
31/08/2018,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,209990.15,Fashion,Sports
01/10/2018,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,131211.38,Fashion,Sports
31/10/2018,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,138191.51,Fashion,Sports
01/12/2018,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,214527.21,Fashion,Sports
31/12/2018,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,515211.53,Fashion,Sports
31/01/2019,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,141148.36,Fashion,Sports
03/03/2019,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,141147,Fashion,Sports
31/03/2019,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,177365.97,Fashion,Sports
01/05/2019,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,224849.44,Fashion,Sports
31/05/2019,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,226290.36,Fashion,Sports
01/07/2019,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,293622.59,Fashion,Sports
31/07/2019,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,206823.32,Fashion,Sports
31/08/2019,Blanchardstown Centre,M00006100,Unit 156,468.05,Retailer 21,280866.94,Fashion,Sports
01/10/2017,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,32907,Electrical,Phone
31/10/2017,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,28544,Electrical,Phone
01/12/2017,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,24830,Electrical,Phone
31/12/2017,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,36694,Electrical,Phone
31/01/2018,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,38265,Electrical,Phone
03/03/2018,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,15641.1,Electrical,Phone
31/03/2018,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,17895.77,Electrical,Phone
01/05/2018,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,21545,Electrical,Phone
31/05/2018,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,24473,Electrical,Phone
01/07/2018,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,22419.92,Electrical,Phone
31/07/2018,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,22195.87,Electrical,Phone
31/08/2018,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,28762,Electrical,Phone
01/10/2018,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,38756.72,Electrical,Phone
31/10/2018,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,30008.59,Electrical,Phone
01/12/2018,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,46057,Electrical,Phone
31/12/2018,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,41362,Electrical,Phone
31/01/2019,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,36573,Electrical,Phone
03/03/2019,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,30609,Electrical,Phone
31/03/2019,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,32267.07,Electrical,Phone
01/05/2019,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,28769.28,Electrical,Phone
31/05/2019,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,29255.82,Electrical,Phone
01/07/2019,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,29292,Electrical,Phone
31/07/2019,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,25411,Electrical,Phone
31/08/2019,Blanchardstown Centre,M00007378,Unit 213,29.54,Retailer 22,46947,Electrical,Phone
01/10/2017,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,69342,Toys & Giftware,Stationery
31/10/2017,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,65090,Toys & Giftware,Stationery
01/12/2017,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,88676,Toys & Giftware,Stationery
31/12/2017,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,158794,Toys & Giftware,Stationery
31/01/2018,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,71696,Toys & Giftware,Stationery
03/03/2018,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,64322,Toys & Giftware,Stationery
31/03/2018,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,61208,Toys & Giftware,Stationery
01/05/2018,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,60161,Toys & Giftware,Stationery
31/05/2018,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,71594,Toys & Giftware,Stationery
01/07/2018,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,69341,Toys & Giftware,Stationery
31/07/2018,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,99626,Toys & Giftware,Stationery
31/08/2018,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,169050,Toys & Giftware,Stationery
01/10/2018,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,49462,Toys & Giftware,Stationery
31/10/2018,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,46619,Toys & Giftware,Stationery
01/12/2018,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,67286,Toys & Giftware,Stationery
31/12/2018,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,127795,Toys & Giftware,Stationery
31/01/2019,Blanchardstown Centre,M00007388,Unit 154,91.97,Retailer 23,52215,Toys & Giftware,Stationery
